pro_code,pro,year,pop,rubanpop,ruralpop,gdp_nominal,gdp_1952,revenue,price_index,agri_total_employed,agri_total_output_nominal,agri_total_output_1952,crop_total_output_nominal,crop_total_output_index,crop_production,cotton_production,oil_production,livestock_num,working_livestock_num,pigs_num,sheep_num,machine_power,irrigated_area,crop_cultivation_area,oil_cultivation_area,crop_cultivation_area,fertilizer,electric,crop_procurement,crop_transfer,total_collective_percent,mutual_group_percent,primary_collective_percent,advanced_collective_percent,ind_total_employed,ind_total_output_nominal,ind_total_output_weighted,heavy_total_output_value_nominal,light_total_output_value_nominal,coal_production,steel_production,steel_product_production,cement_production,electric_power_production,infrastructure_total_invest,infrastructure_fixed_assets,infrastructure_rail,infrastructure_road,primary_num,middle_num,college_num,private_sector_num_1953,coop_sector_num_1953,coop_sector_num_1954,coop_sector_num_1955,coop_sector_num_1956,private_employees_1953,private_industry_output_1953,coop_employees_num_1956,coop_output_1956
13,Hebei,1963,3956,401,3539,44.83,97.3,8.18,92.6,,19.84,54.9,20.05,64,551.77,9.55,11.6,267.62,197.81,589.26,755.34,,1349.26,6971.4,235.5,826.5,3.3,2.9,108.1,143.7,,,,,,13.29,181,11.07,18.68,2323,14.44,9.25,45.01,26.39,4.26,4.75,353,25531,430.8,39.05,2.4,,,,,,,,,
13,Hebei,1964,3997,458,3646,56.68,122.8,10.83,96.1,,27.15,75.8,27.2,88.4,747.42,16.3,18.25,279.43,203.14,677.49,643.58,,1388.75,7535.7,284.8,731.8,3.32,3.72,40.2,112.5,,,,,,16.89,229.3,12.36,23.36,2339,20.53,12.13,64.44,29.26,6.45,5.9,425,24954,573,47.28,2.36,,,,,,,,,
13,Hebei,1965,4087,441,3739,72.72,150.9,12.38,97.1,,37.2,97.3,36.68,111.1,964.53,26.07,17.85,300.65,216.71,772.88,573.56,,1754.26,7215.5,287.3,716.5,4.65,5.42,129.5,87.3,,,,,,19.99,288.1,17.49,29.21,2492,29.25,16.67,82.2,35.91,6.22,6.01,485,26445,687.83,68.78,2.55,,,,,,,,,
13,Hebei,1966,4183,444,3805,80.24,169,13.31,100.1,,40.12,104.3,36.78,116.6,1094.72,15.07,25.61,326.93,228.94,930.09,586.02,,2294.14,7555.6,279.8,520.6,8.23,7,135.9,31.9,,,,,,22.42,335.7,22.2,32.94,2541,41.44,21.15,96.6,43.22,7.8,7.07,466,27804,662.1,68.83,2.62,,,,,,,,,
13,Hebei,1967,4254,449,3891,78.11,163.6,10.76,99.9,,40.06,101.5,38.2,114.8,1062.87,16.77,24.79,344.83,238.08,972.76,667.5,,2240.59,7495.7,304.5,558.2,10.89,8.5,157.1,,,,,,,21.19,320.6,20.48,33.72,2318,46.65,20.37,75.09,42.95,5.23,6.25,465,27944,661.7,64.92,2.53,,,,,,,,,
13,Hebei,1968,4347,456,3980,79.43,166.5,12.06,99.9,,40.35,110.1,38.63,112.4,977.47,21.66,23.52,349.13,244.61,802.95,649.67,,2364.39,7359.1,287.9,594.7,10.41,9.44,137.3,35,,,,,,23.01,355.5,23.75,38.73,2820,49.17,20.46,83.46,49.56,4.98,6.03,465,28948,628.3,83.09,0.98,,,,,,,,,
13,Hebei,1969,4445,465,4067,92.16,196.1,14.93,99.6,,44.11,113.4,42.71,122.7,1106.23,20.05,19.53,351.79,245.15,652.76,654.54,,2464,7497.3,292.5,593.3,16.96,10.91,170.1,,,,,,,29.47,469.5,31.07,47.86,3082,48.35,24.86,121.84,55.92,6.3,7.25,466,30152,608.4,122.84,0.86,,,,,,,,,
13,Hebei,1970,4550,483,4142,104.25,230.3,20.55,99.6,,46.41,108.2,48.06,137.8,1272.54,25.28,24.18,366.55,257.71,923.79,665.37,,2678.26,7670.7,273.3,580.8,18.52,11.43,197.5,,,,,,,36.91,610.4,41.08,59.68,3566,62.54,32.05,187.16,65.41,9.89,9.8,466,31844,627.89,162.87,0.55,,,,,,,,,
13,Hebei,1971,4640,498,4202,107.6,242.5,23.14,99.3,,44.06,95.1,43.98,137.5,1281.15,24.21,24.56,378.59,267.57,1310.29,664.33,,2795.73,7663.5,275.2,572,20.72,14.49,182.9,-10,,,,,,41.87,713.1,47.27,47.74,3874,80.25,39.29,228.12,74.48,10.59,13.71,479,33420,652.6,231.71,0.55,,,,,,,,,
13,Hebei,1972,4728,526,4275,103,237.4,24.39,99.4,,38.35,106.2,39.72,122,1154.5,14.59,18.71,374.6,270.23,1278.94,606.43,,2880.81,7507,273.4,565.5,24.17,18.11,152.7,35,,,,,,41.91,726.1,52.11,46.19,3995,88.51,44.84,255.07,80.95,12.24,14.5,512,35770,699,239.97,0.91,,,,,,,,,
13,Hebei,1973,4804,529,4320,112.57,258.5,25.83,99.6,,43.16,112.1,48.18,146.9,1388.13,18.97,20.6,372.86,273.86,1092.75,614.53,480.11,3111.47,7777,281.6,546.9,35.54,15.92,213.4,2.2,,,,,,45.46,798.6,58.07,51.62,4254,101.77,48.01,255.62,87.33,13.71,15.1,511,34508,729.1,228.6,1.43,,,,,,,,,
13,Hebei,1974,4862,542,4354,121.39,280.2,26.57,99.9,,45.62,123.5,53.1,161.9,1568.55,21.19,23.01,374.41,274.45,1320.2,611.59,583.16,3313.73,8061.5,281.7,574.5,32.56,17.1,216.4,-17.5,,,,,,50.24,879.7,65.49,58.08,4629,97.87,55.55,317.14,97.23,18.28,18.21,550,34903,760.6,230.5,1.68,,,,,,,,,
13,Hebei,1975,4913,559,4383,132.79,309.6,30.37,100,,50.66,113.6,56.77,160,1543.37,18.3,24.05,380.7,283.41,1622.84,659,769.04,3553.23,8054.2,300.3,582.3,36.94,20.12,216.4,-17.5,,,,,,57.19,1008.4,77.15,67.43,5198,111.16,67.94,363.82,112.95,22.86,26.57,2553,35593,768.73,274.72,1.71,,,,,,,,,
13,Hebei,1976,4943,560,4424,133.95,324.8,28.34,100.2,,45.86,120.7,50.84,149.5,1479.89,10.97,18.84,369.68,273.96,1611.52,640.85,864.64,3423.47,8077,291,570.2,40.28,20.5,213.5,-20,,,,,,63,1147.5,80.89,68.87,4374,67.38,53.34,379.07,113.28,21.97,27.51,2595,36437,753.4,352.7,1.85,,,,,,,,,
13,Hebei,1977,4998,574,4451,158.18,377.8,32.69,100.1,,48.42,133.3,49.36,132.9,1312.07,9.85,15.46,360.28,276.55,1361.21,601.8,958.68,3628.87,7944.4,269.6,548.7,46.17,20.91,200.6,50,,,,,,78.74,1373.7,94.8,78.19,4517,94.16,63.07,399.65,122.68,24.23,31.77,2625,37971,728.7,407.34,2.42,,,,,,,,,
13,Hebei,1978,5057,606,4461,183.06,432.5,45.1,99.8,1621.61,52.2,138.9,59.43,170.7,1687.94,11.71,24.5,354.7,270.43,1245.68,600.75,1083.17,3660.17,7949.4,300.2,576.6,65.32,23.84,227.9,40,,,,,292.83,92.38,1621.7,116.15,82.7,5742,145.49,94.19,463.5,168.69,29.45,37.05,2575,40260,746.32,389.98,2.9,,,,,,,,,
13,Hebei,1979,5105,644,4497,203.22,459.4,42.87,101.4,1614.32,61.11,135.3,70.81,181,1779.73,11.56,32.13,346.9,260.4,1352.16,728.8,1205.88,3670.81,7762.4,393.7,557.4,71,26.71,260.7,,,,,,315.89,101.76,1748.9,120.42,84.09,5841,167.58,103.09,515.37,190.51,29.82,37.95,2657,41298,744.3,359.8,3.1,,,,,,,,,
14,Shanxi,1950,1311.6,108,1203.6,,,0.67,,535.5,,,7.69,70.6,300.87,2.62,4.35,162.8,112.19,51.9,310.39,,294,4008.1,104.6,157.2,,,,,30,30,0.0032,,31.5,,,1.46,1.73,380,4.27,,4.48,0.5,,0.9,589,1573,116.08,2.13,0.08,2492,,18,36,178,37082,65056,30.721,89918
14,Shanxi,1951,1351.9,116.3,1235.7,,,1.32,115.1,547.2,,,8.66,80.3,319.09,5.52,4.79,184.52,131.16,74.58,367.35,,342.2,4017.3,124.4,210.2,,,,,36.02,36,0.0221,,37.3,,,2.24,2.02,603,5.62,,6.42,0.7,,1.3,1263,1982,136.9,3.06,0.13,,,,,,,,,
14,Shanxi,1952,1395.2,130.9,1264.3,16,100,1.83,104.7,562.1,9.38,100,10.15,100,384,9.23,6.7,191.3,132.57,66,458,,406.3,4360.7,140.2,273.5,0.1,,,,40.43,39.99,0.407,0.03,42.7,2.75,100,3.79,2.49,994,9.2,,9.69,1.5,,2.1,1245,2350,160.81,6.32,0.19,,,,,,,,,
14,Shanxi,1953,1426.8,150.4,1276.4,19.87,116.7,2.35,101.4,578.4,11.05,105.6,12.06,105.3,432.2,7.82,5.88,201.74,139.6,75.41,548.09,0.1,424.8,4298,133,224.7,0.1,,111.3,-23.8,52.24,50.6,1.615,0.028,46.2,3.49,125.7,4.5,3.28,906,12.58,,11.65,1.9,2.02,2.9,1235,2882,171.76,8.16,0.22,,,,,,,,,
14,Shanxi,1954,1464.5,166.7,1297.9,21.9,128.4,3.05,103.5,574.7,11.55,108.8,12.14,106.9,411.7,9.49,6.08,213.15,143.04,84.69,615.05,0.1,437.3,4355.3,160.1,283.2,0.1,,112.7,-26.8,61.64,52.07,9.537,0.032,51.5,4.77,177.1,6.15,4.3,1310,16.45,,10.33,2.6,3.16,4,1235,2984,167.85,10.38,0.31,,,,,,,,,
14,Shanxi,1955,1508.7,182.9,1325.9,23.87,133.5,3.15,104.6,572.9,12.08,101.3,12.47,97.7,372.76,8.36,4.26,215.6,167.08,68.95,557.6,0.3,467.3,4219.5,142.8,292.1,0.4,,85.6,1.5,73.58,32.74,40.841,0.033,50.2,5.8,224.8,8.08,4.56,1696,20.19,,17.66,3.5,2.97,4,1235,3635,169.9,11.21,0.41,,,,,,,,,
14,Shanxi,1956,1553.6,237.1,1316.5,28.44,161.7,3.22,101,558,13.59,118.4,14.8,114,433.72,9.26,5.07,212.57,168.11,82.35,564.82,1.7,535.3,4295.2,142.9,366.5,0.8,,93.4,5,99.4,,1.5,97.9,52.3,7.34,279.1,10.69,4.78,1930,25.31,,22.99,4.8,7.09,7.8,1227,7060,190.62,16.02,0.63,,,,,,,,,
14,Shanxi,1957,1586.7,251.8,1335,29.16,174,3.52,101.9,536.5,11.54,106.1,12.09,98,356.67,9.86,4.78,203.72,157.75,190.77,626.87,3.6,582.7,4187.1,144.7,342.8,1.2,,65.1,27,,,,,54.8,9.4,371.3,13.1,4.76,2368,26.37,18.84,51.41,5.7,7.32,7.9,1227,8262,190.81,17.37,0.73,,,,,,,,,
14,Shanxi,1958,1621.1,295.2,1325.9,39.51,239,6.74,98.4,471.8,13.67,125.7,14.85,119,462.35,11.68,5.16,203.28,145.93,218.41,725.32,8.8,715.6,3957.7,129,314.5,2.2,,118.3,4.7,,,,,112.7,14.65,597,22.9,6.33,3715,42,26.87,86.62,9.4,12.87,13.7,1226,12525,231.04,32.46,1.4,,,,,,,,,
14,Shanxi,1959,1666.6,317.7,1348.8,48.28,275.6,9.38,100.5,464.2,12.45,114.6,14.45,114.1,407.45,9.77,5.35,202.5,139.73,249.72,793.56,12.3,749.6,3638.1,164.8,294.4,2.9,0.1,137.1,-9.2,,,,,100.3,22.96,820.9,32.27,9.82,4355,58.11,38.9,109.47,14.9,14.53,15.1,1226,16896,247.92,39.7,1.46,,,,,,,,,
14,Shanxi,1960,1703,337.8,1365.3,50.2,283.3,11.61,103.9,454.6,8.87,87.9,10.1,89.9,337.16,4.65,2.42,198.62,138.01,154.04,829.01,23.3,752.1,3873.5,135.7,284.7,3.6,0.4,85.2,8.9,,,,,106.5,28.61,1005.6,41.84,10.25,4412,74.95,48.11,127.17,21.8,15.31,16.1,1477,17589,272.78,45.67,1.88,,,,,,,,,
14,Shanxi,1961,1710,319.2,1390.9,34.07,185.3,6.88,115.7,497.2,10.38,87.7,12.51,94.1,353.68,5.33,2.41,187.02,133.26,114.76,809.16,28,641,3949.7,111.6,225.6,2.1,0.6,88.7,5.7,,,,,75.4,13.47,474.6,21.49,7.05,3258,39.08,25.78,38.41,18.7,4.78,5.7,1477,14745,273.16,34.77,1.9,,,,,,,,,
14,Shanxi,1962,1745.3,287.9,1457.4,32.41,169.2,5.4,100.4,515.5,11.07,92.7,12.28,92.1,374.63,4.16,2.31,181.65,134.85,125.31,781.11,29.3,643.4,3986,94.2,183.7,2,0.8,75.2,5.4,,,,,59.5,12.18,404.4,18.54,6.29,3180,23.64,13.21,49.84,18,2.47,4.4,1477,14985,248.47,25.16,1.51,,,,,,,,,
14,Shanxi,1963,1790.1,277.5,1512.6,33.72,180.7,6.22,87.9,538.7,11.52,101.8,13.16,102.3,417.44,6.7,3.83,186.6,139.1,186.52,829.89,29.3,686.2,4001.1,114.8,222.8,3.1,1,89.4,,,,,,59.6,13.22,442.8,20.3,7.06,3466,25.99,14.76,52.04,18.8,3.11,5.2,1477,14338,240.62,21.57,1.5,,,,,,,,,
14,Shanxi,1964,1824.4,293.4,1531,38.44,209.2,5.97,93.7,548.9,13.09,119.6,14.85,116.4,488.76,8.84,4.85,192.93,143.39,260.06,835.88,32.4,706.4,3958.5,121.9,261.5,2.4,1.2,199.4,0,,,,,61.6,15.61,521.6,23.43,7.93,3597,29.44,17.86,68.69,21,4.51,5.8,1501,14508,274.27,28.74,1.38,,,,,,,,,
14,Shanxi,1965,1871.6,307.4,1564.2,43.92,248.5,6.86,97.5,598.8,12.7,123.3,14.01,114.8,462.93,10.78,4.58,205.04,147.44,338.69,846.12,40.3,701.7,3867.1,119.6,265.4,5.1,1.8,79.4,18.5,,,,,66.9,20.52,705.2,30.21,11.49,3927,39.97,25.01,86.44,25.7,5.43,6.9,1544,20365,305.49,38.78,1.45,,,,,,,,,
14,Shanxi,1966,1911.1,309.4,1601.6,49.68,266.9,7.74,97.9,601.9,14.22,122.9,16.35,116,471.99,8.47,4.91,219.33,152.32,312.21,936.2,51.7,877.1,3978.1,109,254.5,5.6,2.5,90.8,15,,,,,71.6,24.32,806.8,35.42,12.26,4198,48.36,29.81,106.6,30.9,7.22,8.3,1544,22471,299.34,32.33,1,,,,,,,,,
14,Shanxi,1967,1947,313.4,1633.6,44.87,241,6.17,98.9,605.4,14.34,130.9,15.39,114.8,475.32,8.58,4.46,229.52,156.03,325.31,1028.62,55.4,839.6,3807.5,109.4,267.9,4.3,2.6,78.9,10,,,,,71.4,20.68,650.3,28.55,11.44,3386,33.6,25.44,81.84,29.8,3.92,5.3,1544,22770,304.17,31.54,1.02,,,,,,,,,
14,Shanxi,1968,1999.7,321.6,1678,36.82,202.2,3.88,100,622.4,13.72,114.1,14.42,103.9,434.2,7.43,3.31,228.74,157.05,333.86,968.97,59.4,828.3,3722.4,93.1,259.2,3.2,2.8,73.1,25,,,,,75.7,14.17,501.3,20.39,6.29,3664,22.62,8.38,70.69,23.1,4.55,5.4,1544,22880,306.84,41.11,0.7,,,,,,,,,
14,Shanxi,1969,2049.1,322.9,1726.2,45.42,244.5,5.08,99.6,633.6,15.68,130.3,16.86,121.2,485.32,9.42,4.84,226.43,155.15,307.11,911.86,66.8,832,3638.9,105.7,255,4.7,3.1,96,10,,,,,83,19.69,668.3,26.27,10.86,4465,26.44,15.28,98.34,30.7,5.94,6,1544,23146,313.09,67.96,0.39,,,,,,,,,
14,Shanxi,1970,2111.4,341.9,1769.5,57.69,304.2,9.21,99.5,652.9,15.19,129.3,17.09,124.2,518.54,8.6,4.93,229.49,155.67,357.2,921.21,81.9,856.8,3716.5,105.6,264.4,9.3,3.6,105.5,10,,,,,96,30.26,982.4,42.09,14.7,5298,52.12,37.77,115.57,42.1,10.76,11,1544,28113,330.8,79.34,0.44,,,,,,,,,
14,Shanxi,1971,2164.4,385.6,1778.8,62.05,322.5,12.68,99.6,678.4,18.19,139.5,20.3,132.7,598.74,6.91,4.23,232.9,158.94,475.92,923.24,105.9,884.9,3602.1,118.1,244.6,10.7,4.8,111,12.5,,,,,111.8,30.72,1087.5,47.31,15.85,5487,76.14,50.42,131.38,49.8,12.37,14.1,1639,27785,353.1,93.02,0.01,,,,,,,,,
14,Shanxi,1972,2113.1,406.9,1806.2,61.64,336.8,13.71,99.8,660,15.67,120.5,17.78,116.1,521.7,4.83,3.08,230.49,165.88,487.85,898.59,143.2,906.4,3624.6,108.2,237.7,12.2,5.9,80.9,35,,,,,126.8,32.25,1165.8,49.97,16.63,5994,93.61,60.28,159.25,57.8,12.06,15.5,1681,27979,378.1,104.86,0.41,,,,,,,,,
14,Shanxi,1973,2257.3,418.3,1839,66.2,360,14.73,100.3,682.7,18.7,143.4,21.38,140.7,624.66,8.76,4.61,231.04,160.89,435.4,976.28,189.3,932.5,3718.2,113.9,228,13.6,7.3,115.1,18.9,,,,,126.5,33.3,1208.9,55.05,18.48,6398,106.09,63.68,166.01,66.2,11.09,15.1,1828,28315,383.45,103.74,0.77,,,,,,,,,
14,Shanxi,1974,2301.9,430.1,1871.8,64.42,350.7,10.93,99.8,693.1,19.23,148,22.44,146.5,691.06,7.39,4.39,230.31,162.43,473.54,994.97,243.4,996.4,3623.1,118.2,246.7,14.7,7.4,121.9,12.9,,,,,131.8,30.88,1129.2,49.94,18.85,6796,69.14,35.53,161,68.7,,14.6,1828,28759,392.22,114.6,1.02,,,,,,,,,
14,Shanxi,1975,2340,438.5,1901.5,69.81,378.4,12.39,99.9,706,20.8,160,24.71,161.7,767.42,7.64,5.66,228.21,162.38,564,993,293.8,1042.9,3665.5,131.3,258.2,17.4,9.3,139,-5.6,,,,,141.7,34.67,1264.7,59.44,20.5,7542,79.13,40.43,180.16,77.9,,15.8,1843,29287,385.59,141.32,1.19,,,,,,,,,
14,Shanxi,1976,2373.1,448.4,1924.6,64.61,349.6,9.74,100.1,699.4,19.05,146.1,23.02,150.4,706.85,6.5,5.22,224.56,160.65,681.14,915.9,347.5,1087.7,3594.6,146.5,254.5,19.1,9.2,130.9,25,,,,,151.2,31.35,1153.4,53.31,20.85,7720,47.32,31.17,184.13,75.8,,15.4,1843,30049,374.17,176.97,1.27,,,,,,,,,
14,Shanxi,1977,2398.4,453.6,1944.9,75.26,412.5,13.23,100.1,704.8,18.99,146.7,23.35,152.2,713.4,7.36,6.92,224.01,159.2,682.47,909.44,435.6,1135.2,3639.6,162.4,247.9,21.9,9.9,135.1,,,,,,159.9,39.57,1442.9,66.66,26.04,8754,76.46,44.39,221.66,88.3,,16.6,2053,30785,365.89,207.33,1.44,,,,,,,,,
14,Shanxi,1978,2423.6,464.8,1958.8,87.99,485.1,19.64,100,628.1,18.2,131.7,23.14,148.8,706.96,6.94,4.23,223.64,161.02,578.5,872.04,463,1092.5,3692.4,165.2,237.5,35.6,12.3,98,35,,,,,188.9,51.47,1893,81.24,28.42,9825,119.99,74.04,255.87,106.6,,21.5,2057,31868,377.36,199.01,2.09,,,,,,,,,
14,Shanxi,1979,2447.2,484.8,1962.4,106.43,532.7,20.29,100.5,605.1,22.65,142,28.85,167.7,800.69,6.49,7.64,222.47,159.13,558.57,902.81,503.6,1121.3,3599.4,171.7,220.6,31.7,13.1,120.1,30,,,,,219.4,62.73,2057.7,86.61,30.06,10893,136.75,88.14,269.48,114.1,,23.3,2063,31868,383.32,186.43,2.53,,,,,,,,,
15,Inner Mongolia,1950,659.9,,,,,0.53,,,,,4.79,62.5,222.1,,8.5,331.1,,101,636.3,,298,3888,250,,,,,,8.41,8.41,,,,,,0.41,。71,52,,,,0.13,,,1557,3259,44.4,,,894,1,5,13,128,8223,19276,7154,43416
15,Inner Mongolia,1951,686.6,,,,,0.54,,,,,4.66,60.9,176.8,,8.5,372.5,,11.1,795,,346.7,4160,364,,,,,,26.78,26.78,,,,,,0.41,。96,66,,,,0.15,,0.1,1557,4037,59.6,,,,,,,,,,,
15,Inner Mongolia,1952,715.9,91.9,624,12.16,100,1.33,109.4,302.6,8.64,100,7.66,100,348.5,,17.5,430.3,,135.3,902,,402,4360,466,,,,,,48.65,48.63,0.023,,13,1.37,100,0.57,1.04,75,,,,0.15,,0.3,1574,4821,68.4,2.2,0.1,,,,,,,,,
15,Inner Mongolia,1953,758.4,,,15.57,116.3,0.87,103.2,,10.44,107.5,7.95,103.8,359.7,,11.5,442.5,,167.2,1235,,430,4287,384,,0.1,,136.2,-84,49.99,49.61,0.376,,,2.25,107.5,1,1.44,85,,,,0.29,1.08,0.9,1574,5495,74.4,,0.1,,,,,,,,,
15,Inner Mongolia,1954,801.5,,,19.46,138.9,1.85,102.4,,12.37,119.6,8.68,113.2,399.7,,14.5,494.7,,171.7,1292,,492,4378,349,,0.1,,162.9,-93.2,59.74,57.72,2.02,,,3.65,119.6,1.6,1.99,108,,,,0.38,1.97,2,1912,6253,69.1,,0.1,,,,,,,,,
15,Inner Mongolia,1955,843,,,17.49,125.9,2.11,103.9,,10.25,100.1,7.85,102.4,332.7,,13,514.7,,164.7,1232.9,,525.3,4358,396,,0.1,,113.9,-69.3,65.62,47.47,18.146,0.031,,3.53,100.1,1.81,2.42,140,,,,0.49,2.18,1.8,1912,8325,67.5,,0.1,,,,,,,,,
15,Inner Mongolia,1956,896.6,,,24.6,174.6,2.76,103,,14.11,136.8,10.03,130.8,465.7,,16,496.9,,146.3,1451.2,,594,4729,398,,0.1,,145.9,-64,91.7,14.2,,77.5,,5.43,136.8,2.57,3.15,172,,,,0.73,3.84,3.2,2106,11501,88.9,,0.2,,,,,,,,,
15,Inner Mongolia,1957,936,175.4,760.6,21.27,193.6,3.14,99.3,347.4,11.29,160.8,7.57,98.7,302.5,,13,450.5,,149.4,1210,,607.3,4632,431,,0.1,,83.7,-35,,,,,21.1,5.05,160.8,2.85,3.48,217,,,,0.92,3.2,3.4,2404,13020,87.3,7.1,0.3,,,,,,,,,
15,Inner Mongolia,1958,986.1,,,28.1,242.6,4.28,98.5,,12.55,169.3,10.5,136.9,482.6,,13.5,468.1,,211.2,505.6,,866.7,4452,359,,1.3,,133.6,-25.1,,,,,,9.65,169.3,6.27,5.32,588,0.7,0.54,0.03,1.99,9.01,9.3,2644,18020,121.6,,0.5,,,,,,,,,
15,Inner Mongolia,1959,1062.5,,,35.76,298.1,7.03,99.6,,14.75,190.6,10.13,132.1,433.8,,20,537.2,,206,1833.5,,866.7,4142,486,,1.3,,170.9,-49.4,,,,,,13.41,190.6,10.96,7.13,900,6,1.07,2.03,4.63,12.4,12.3,3091,18752,138,,0.8,,,,,,,,,
15,Inner Mongolia,1960,1191.1,,,36.56,285.6,8.99,102,,11.8,148.5,7.81,101.9,358.8,,6.5,553.5,,234.9,1921,,1000,4862,481,,1.2,,122.9,-27,,,,,,17.11,148.5,18.46,8.89,1188,30,3.56,15.42,12.1,13.2,12.7,3222,21131,161.8,,1.3,,,,,,,,,
15,Inner Mongolia,1961,1163.1,,,25.25,186.4,4.95,106.7,,11.4,119.9,7.5,97.9,344.2,,7,550.5,,162.3,1958.4,,1032,5031,383,,0.6,,108.7,-12.6,,,,,,7.25,119.9,8.64,5.49,876,18,2.26,3.78,9.99,3.56,3.8,3219,21131,147.3,,1.3,,,,,,,,,
15,Inner Mongolia,1962,1171.8,,,25.12,176.5,3.36,108.2,,12.72,126.1,6.96,90.7,325.5,,6,568.1,,202,2031.3,,1044,4867,344,,0.8,,91,-10.2,,,,,,6.56,126.1,6.77,5.02,694,8,0.68,1.04,8.79,2.01,2.2,3222,22804,131.1,,1.1,,,,,,,,,
15,Inner Mongolia,1963,1215.4,,,29.02,211.3,3.83,99.1,,12.71,137.3,7.43,96.9,338.2,,6.5,628.3,,239.7,2374.4,,1074,4716,318,,0.7,0.26,103.3,-20,,,,,,9.9,137.3,8.32,4.82,726,23,0.86,0.34,10.33,3.19,3.3,3190,22195,133,,1,,,,,,,,,
15,Inner Mongolia,1964,1253.7,,,32.55,239.3,4.32,95.9,,14.04,153.5,9.09,118.7,430.1,,11,664.6,,251.7,2399.2,,1117.3,4784,335,,1,0.35,132.5,-35,,,,,,11.43,153.5,9.51,5.21,703,29,0.91,1.17,10.68,4.44,4.7,2399,22103,157.3,,0.9,,,,,,,,,
15,Inner Mongolia,1965,1296.4,268.3,1028.1,35.41,262.7,4.6,99.6,379.7,15.21,162.5,8.24,107.5,382,,9,716.2,,270.7,2619.2,,1155.3,4709,314,,2.8,,101.2,,,,,,45.3,12.08,162.5,12.2,6.82,806,34,1.76,3.06,12.55,7.09,6.1,3541,25688,209.8,31.1,0.9,,,,,,,,,
15,Inner Mongolia,1966,1329.6,,,38.32,288.9,4.85,100.2,,17.12,182.6,9.26,120.8,426.6,,8,680.4,,256,2295,,1097.4,4494,278,,,,122.6,-12.5,,,,,,13.01,182.6,14.83,9.03,970,69,3.32,4.07,17.83,5.61,5.9,3635,25180,199,,0.9,,,,,,,,,
15,Inner Mongolia,1967,1371,,,31.8,240.8,4.02,100.5,,13.87,148.1,9.39,122.5,439.5,,10,680.9,,257.5,2531,,,4485,289,,,,48.8,-12.6,,,,,,10.43,148.1,10.35,7.56,755,30,0.91,3.49,15.04,2.24,3.4,3496,24407,188.3,,0.7,,,,,,,,,
15,Inner Mongolia,1968,1411,,,32.96,240.6,3.89,100.5,,14.87,146.5,8.55,111.6,387,,8,679.8,,259.4,2349,,,4434,274,,,,38.3,,,,,,,10.54,146.5,11.86,7.24,899,28,1.08,5.77,14.39,2.28,3.7,3496,25234,192.9,,0.5,,,,,,,,,
15,Inner Mongolia,1969,1460,,,32.9,242.6,2.77,100.4,,14.78,145.7,7.53,98.3,351.5,,8,665.1,,236.7,2311.2,,,4457,383,,,,27.8,25,,,,,,10.52,145.7,13.76,7.21,756,34,1.87,4.48,16.67,2.55,3.9,3590,25676,210.8,,0.3,,,,,,,,,
15,Inner Mongolia,1970,1491,320.8,1170.2,39.17,299.1,4.41,100.1,,17.69,174.4,9.71,126.7,469.5,,10.5,689.1,,274.1,2356.4,,,4535,289,,,,45.8,25,,,,,63.6,12.94,174.4,20.82,9.72,1215,81,16.02,11.14,22.01,4.19,6.4,3593,27605,222.7,40.9,,,,,,,,,,
15,Inner Mongolia,1971,1555,376.9,1178.1,41.6,305.3,3.65,99.9,405.2,16.82,165.7,13.64,123.1,453.5,,9,712.2,,344.1,2363.4,,,4510,267,,,,43.6,20,,,,,,15.99,165.7,19.2,11.36,1293,70,19.94,25.13,25.89,4.62,7,3491,31355,242.6,,0.1,,,,,,,,,
15,Inner Mongolia,1972,1602.9,399.3,1203.6,39.36,329.1,3.13,100.2,,14.56,193.9,10.16,91.7,321.5,,7.5,717.2,,389,2372.3,,,4441,272,,,,26.3,32.5,,,,,,15.54,193.9,19.38,11.75,1389,69,24.39,44.52,26.04,4.5,7.1,3537,34676,263.7,,0.3,,,,,,,,,
15,Inner Mongolia,1973,1651.1,408.6,1242.5,44.07,367.5,3.41,101.4,,16.22,214.8,15.24,137.5,497,,10,738.2,,397,2519.4,,,4410,272,,,,39.1,41,,,,,,18.14,214.8,19.12,13.23,1433,44,17.26,52.79,26.01,4.57,8.1,3747,29043,281.8,,0.5,,,,,,,,,
15,Inner Mongolia,1974,1705.2,418.7,1286.5,43.26,353.7,2.69,101.2,,15.97,202.6,15.4,139,502.5,,11.5,752.3,,422.1,2532.6,,,4361,284,,,,46.3,42.4,,,,,,17.3,202.6,15.98,13.43,1398,27,15.69,39.31,25.11,5.21,10,3747,30308,292,,0.6,,,,,,,,,
15,Inner Mongolia,1975,1737.9,379.3,1358.6,48.55,393.8,2.74,100.7,441.6,18.15,226.3,15.49,139.8,519.5,,10.5,766.8,,352.7,2638.1,,,4290,288,,,,45.1,30,,,,,95.5,20.02,226.3,21.41,15.13,1699,49,27.44,57.64,28.26,5.28,10.1,3747,31362,302,107.4,0.6,,,,,,,,,
